text,polarity,subjectivity,sentiment_category
helpful useful track cost project compare,0.3,0.0,Positive
great software extremely userfriendly easy teach new staff use great value money compared system considered,0.408939393939394,0.7575757575757576,Positive
worthy overall alot neat thing looking forward seeing continue develop product clean design make easy use quick set,0.29333333333333333,0.6066666666666667,Positive
useful application application many useful report needed accounting module detail complete tech support friendly helpful professional resolve issue promptly correctly also offer important information need week month ahead event schedule map contact person bios,0.29642857142857143,0.35714285714285715,Positive
truthful information thought would receiving actual cd received card link download software would nice indicated,0.3666666666666667,0.5333333333333333,Positive
usedul efficient useful efficient ease use helpful dashboard information sharing platform transparent format user friendly,0.3375,0.25,Positive
easy use convenient tool maintain acquire maintain member thats crucial u great help,0.41111111111111115,0.8611111111111112,Positive
church management product trying download software got message saying site unsecure alo product church management software advertised,0.0,0.0,Neutral
everything touch button work perfect starting new church help stay organized,0.37878787878787873,0.5181818181818182,Positive
honeytrap warning secure software data risk use isnt software best poorly designed website worst collecting data nefarious purpose,-2.7755575615628914e-17,0.625,Negative
lot feature easy use lot feature need run business like report membership online booking client,0.43333333333333335,0.8333333333333334,Positive
beware church software phone number information website provided,0.0,0.0,Neutral
great product amazing product went beyond helping set program great customer service,0.7333333333333334,0.7999999999999999,Very Positive
employee time clock software complicated therefore use employee time clock software complicated therefore use hope return refund bought january,-0.5,1.0,Very Negative
good simple employee time tracking system nothing okay price basic anything fancy hoping would automatically calculate weekly overtime biweekly payroll still print week individually would also like able program automatically calculate overtime hour past pm option overtime calculation daily overtime company would also nice search option employee give ability search time sheet error without giving access change timesthe download install fairly simple took minute install server several popular workstation vpn satellite location installing tomorrow sure fine well,0.25476190476190474,0.4645124716553288,Positive
excellent time clock software excellent time clock software need worry employee tampering power outage computer keep time perfectly employee sign time recorded highly recommend,0.79,0.885,Very Positive
easy use great software easy setup tech clock without monitor nice choose password pin person great item,0.6133333333333333,0.8333333333333334,Very Positive
five star good software,0.7,0.6000000000000001,Very Positive
network could get network get work employee dept spent hour tech support,-0.1,0.1,Negative
user friendly time saving easy use,0.4041666666666667,0.6666666666666667,Positive
saviour save ton time money single source keep project information one place,-0.07142857142857142,0.21428571428571427,Negative
computer program said cd setup internet thought program put computer,0.0,0.0,Neutral
excellent software thing performed correctly incredibly useful beneficial,0.65,0.5,Very Positive
worthy interface software good viewing everything plan specification simple fast,0.3083333333333333,0.6392857142857143,Positive
easy use overall great software easy use non computer user,0.4166666666666667,0.6041666666666667,Positive
sent used one open tablet today someone used returned tablet still old data inside terrible shopping experience,-0.3,0.5666666666666667,Negative
contact seller tablet turn day pas return date happy product,0.8,1.0,Very Positive
dont buy junk pure garbage,0.21428571428571427,0.5,Positive
junk reason else seller received product day store opening opened box stand included box charger cord plugged screen turned purple unusable finally multiple attempt got somewhat function kept freezing wouldnt anything due pop said offline mode unavailable seems easy enough fix well wasnt multiple attempt told needed update call company immediately well couldnt get fixing thing filed claim returned heard one word refund percent happy product buy product save money,0.18472222222222223,0.4513888888888889,Positive
fine easy use emr software practice management feature affordable price,0.42500000000000004,0.6666666666666667,Positive
classical easy access convenient like,0.21666666666666667,0.4166666666666667,Positive
worth overall experience wonderful feature wonderful since started using wonderful experience worth money,0.6,0.5333333333333333,Very Positive
better expected love product overall recommend really save bunch time team using,0.22000000000000003,0.33999999999999997,Positive
good customer service quality customer service great helpful system good restaurant,0.7333333333333334,0.65,Very Positive
nonfunctional scanner isnt working customer display,0.0,0.0,Neutral
short instruction computer come instruction way know open close change mean nothing nada zero look good figured use product name come chinese far start used full tomorrow,0.11964285714285713,0.5196428571428572,Positive
five star satisfied,0.5,1.0,Very Positive
great software product easy set although retail store set restaurant setting easier use see still working attaching cash drawer seem sync credit card receipt printer next delivered,0.41111111111111115,0.5277777777777778,Positive
work work mac,0.0,0.0,Neutral
great idea job description ok great idea job description loses formatting printing highly frustrating time valuable easy fix another aspect like save information hard drive agency us cloud system could save information onto cloud result administrative assistant needed type information agency employee access shrm website informative,0.2202380952380952,0.625,Positive
waste money hard use intuitive manual direction set anything policy would make think make type policy really make handbook waste money,-0.12291666666666667,0.18541666666666667,Negative
saved money price right saved,0.2857142857142857,0.5357142857142857,Positive
product work well customer service much meet accounting need bait switch tactic create distrust company,0.2,0.2,Positive
version dave ramseys finanical peace university give priceless life changning info fabulous product fortunate find two factory sealed item including shipping sell auction site plus shipping used incomplete edition one gift niece husband immediately found month wasting yes find difficult change habit wanted change life wanted take early retirement year could wonderful feeling know choose retire rather forced work yes k paid student loan debt degree fpu also used credit card debt etc started bad habit fpu helping get back good onesas product chance compare workplace edition approx current government online version pdf file workbook downloaded month august lesson bonus printed leather bound workbook chapter lesson exactly order name two changed slightly easy match yes graphic page layout changed bit question per lesson answer sheet end chapter appear line order exactly missing chapter prior year titled great misunderstanding really seems explain giving tithing biblical christian stewardship god fund perspective think left government edition prevent issue regarding religious conflictthis really priceless life changing information budget hardest part like way dave build bridge conversation couple stickler spreadsheet hisher spreadsheet free spirit spouse work togetheroh hardbound book older version financial peace revisited personally prefer layout complete guide money handbook fpu person love new shiny thing yes still want newest version fpu system older yet still brand new shrink wrap version worked perfectly appears given every nugget wisdom new course offer admittedly dave master rinsing retooling information fact many infoproduct guru teach strategyi attempting start debate trying let people know biblical principle strike forced throat someone else could disagree viewed th lesson say much,0.21460437710437716,0.461952861952862,Positive
helpful great way help setup budget saving plan,0.8,0.75,Very Positive
work well advertised tomany simple error transaction report import quickbook destop data well final number basic report match original data alot missing data,0.034999999999999996,0.4564285714285714,Positive
easy install still trying figure install tube video another language hard understand bought screen use found complete waste get another computer get work,0.010416666666666664,0.44375,Positive
