producttitle,title,rating,review,text,sentiment,confidence,textblob_polarity,subjectivity,sentiment_category
Bookkeeper: Easily Manage Your Business Finances,Limited time,1,It would not let me posting items for last year.,limited time would let posting item last year,NEGATIVE,0.989569783,-0.035714286,0.104761905,Negative
Bookkeeper: Easily Manage Your Business Finances,do not buy!!!!!!!!!,1,have to buy certain check paper that is very expensive,buy buy certain check paper expensive,NEGATIVE,0.972770333,-0.142857143,0.635714286,Negative
Bookkeeper: Easily Manage Your Business Finances,One Star,1,does not work with wndows 7 or 8 as stated,one star work wndows stated,NEGATIVE,0.928374708,0,0,Neutral
Bookkeeper: Easily Manage Your Business Finances,Bookkeeper 2009,5,Bookkeeper 2009 is really easy to follow.This is the perfect system for a small businessor keeping track of your household expenses.The price was excellent.,bookkeeper bookkeeper really easy followthis perfect system small businessor keeping track household expensesthe price excellent,POSITIVE,0.997456491,0.545833333,0.808333333,Very Positive
Bookkeeper: Easily Manage Your Business Finances,One Star,1,Piss poor ...no more to say,one star piss poor say,NEGATIVE,0.999766052,-0.4,0.6,Negative
Bookkeeper: Easily Manage Your Business Finances,NOT Happy,1,This product is very user UNfriendly.,happy product user unfriendly,POSITIVE,0.988577366,0.8,1,Very Positive
Bookkeeper: Easily Manage Your Business Finances,One Star,1,Not all information is giving,one star information giving,NEGATIVE,0.918164492,0,0,Neutral
Bookkeeper: Easily Manage Your Business Finances,One Star,1,it screwed up my computer,one star screwed computer,NEGATIVE,0.999248803,0,0,Neutral
Bookkeeper: Easily Manage Your Business Finances,One Star,1,"Don't buy it, it's crap",one star dont buy crap,NEGATIVE,0.99825412,-0.8,0.8,Very Negative
Bookkeeper: Easily Manage Your Business Finances,Hard to use,1,Very hard to use,hard use hard use,NEGATIVE,0.99586159,-0.291666667,0.541666667,Negative
Bookkeeper: Easily Manage Your Business Finances,Glitchy,1,Freezes,glitchy freeze,NEGATIVE,0.998999774,0,0,Neutral
Bookkeeper: Easily Manage Your Business Finances,Software that won't run right after loading is not worth talking about.  Junk.,1,See above.,software wont run right loading worth talking junk see,NEGATIVE,0.997045696,0.292857143,0.317857143,Positive
Bookkeeper: Easily Manage Your Business Finances,Five Stars,5,Easy to use and more versatile then I expected.,five star easy use versatile expected,POSITIVE,0.978519499,0.166666667,0.616666667,Positive
Bookkeeper: Easily Manage Your Business Finances,Five Stars,5,good.,five star good,POSITIVE,0.99985683,0.7,0.6,Very Positive
Bookkeeper: Easily Manage Your Business Finances,Not exactly what I was looking for,2,"I was looking for a simple way to keep track of inventory and do simple bookkeeping tasks to keep things straight. Even though it is this cheap it has a lot of flaws that dont, in my opinion, make buying it worth it. Everything works fine as I assume they intend it to but theres a lot of things to figure out. Theres definitely a learning curve which I dont have time to continually figure out",exactly looking looking simple way keep track inventory simple bookkeeping task keep thing straight even though cheap lot flaw dont opinion make buying worth everything work fine assume intend there lot thing figure there definitely learning curve dont time continually figure,POSITIVE,0.756259382,0.195833333,0.395535714,Positive
Bookkeeper: Easily Manage Your Business Finances,Great accounting software,5,I have a small business and used quickbooks in the past. After the quickbooks price increase I decided to shop around. I just bought my bookkeeper software and am very happy. It is very easy to use. I like that I can quickly add customer payments without creating an individual invoice for each one.  It doesnt have all the quick book features such as monthly and yearly graphs but I am just going to print out monthly profit/loss reports. I dont use payroll. So far this is a great alternative.,great accounting software small business used quickbooks past quickbooks price increase decided shop around bought bookkeeper software happy easy use like quickly add customer payment without creating individual invoice one doesnt quick book feature monthly yearly graph going print monthly profitloss report dont use payroll far great alternative,POSITIVE,0.719567835,0.31,0.638333333,Positive
Bookkeeper: Easily Manage Your Business Finances,Five Stars,5,thanks1,five star thanks,POSITIVE,0.999826729,0.2,0.2,Positive
Bookkeeper: Easily Manage Your Business Finances,Buyer Beware!!!,1,"Okay.  I'm not one to bash any product, because I know products work differently for each individual.  However, my experience has been so horrific that I feel inclined to share.  I am a small business owner since 2005.  I started using bookkeeper since the start of my company.  Each year I've endured lagging tax table updates, worse yet lagging tax forms being released which resulted in late W2s being sent out one year, and problematic updates.  I stopped updating the software in 2009 because when I upgraded the software I had problems updating my database.  It took technical support two weeks before they fixed the problem and meanwhile I was handwriting employee checks (I know....embarassing).  I did, however, continue to update my tax tables and because they did not solve the tax form issues so close to the deadline, purchased separate software to process W2s.  Updating to 2011 was the WORST experience.  It took me 3 calls and I was put on hold at a minimum of 30 minutes each.  Roughly an hour and a half.  Because Avanquest couldn't solve the updating database issue (AGAIN!), I was transferred to Nova Development.  I was put in a queue of 11 (not bad) an hour and 45 minutes later...some dips--t picks up the phone and hangs up.  I was unable to breathe, I was so furious.  Well when Avanquest transferred me to them, they failed to give me ND's number.  So I had another 30 minutes on hold with Avanquest, explained my situation, asked to be directed to a supervisor at ND so I wouldn't have to hold, was IGNORED and put in a queue of 19!!!  45 minutes later, in tears, I broke and called my dad who thankfully has a pretty strong grasp of computers.  If you are updating your software follow carefully (1) first back up your database and email to yourself (2) wipe bookkeeper completely off your computer (3) download the newer software and install the tax tables (4) finish updating (because it downloads to a newer software version within 2011) the program.  When everything is updated, (5) save your database to your desktop (6) open bookkeeper and restore your database. Then make another update with the upgraded database.In summary, THREE hours and FORTY-FIVE minutes of panic and neither Avanquest or Nova solved my issue.  As a small business owner, I can't bill out the lost time and NEXT year....I'm investing in quickbooks.  GOOD LUCK if you do buy it or if you are not having issues (they will come).",buyer beware okay im one bash product know product work differently individual however experience horrific feel inclined share small business owner since started using bookkeeper since start company year ive endured lagging tax table update worse yet lagging tax form released resulted late w sent one year problematic update stopped updating software upgraded software problem updating database took technical support two week fixed problem meanwhile handwriting employee check knowembarassing however continue update tax table solve tax form issue close deadline purchased separate software process w updating worst experience took call put hold minimum minute roughly hour half avanquest couldnt solve updating database issue transferred nova development put queue bad hour minute latersome dipst pick phone hang unable breathe furious well avanquest transferred failed give nd number another minute hold avanquest explained situation asked directed supervisor nd wouldnt hold ignored put queue minute later tear broke called dad thankfully pretty strong grasp computer updating software follow carefully first back database email wipe bookkeeper completely computer download newer software install tax table finish updating downloads newer software version within program everything updated save database desktop open bookkeeper restore database make another update upgraded databasein summary three hour fortyfive minute panic neither avanquest nova solved issue small business owner cant bill lost time next yearim investing quickbooks good luck buy issue come,NEGATIVE,0.998241305,-0.118055556,0.45,Negative
Bookkeeper: Easily Manage Your Business Finances,Worst program I have ever used.,1,Wanted to get away from Quickbooks which is pretty much a scam any more. But this program is the most difficult I have ever used. Having to go back and edit a mistake is next to impossible. Why is it so difficult to just view the check register? I tried to use this for our small water useres association but it was so furustrating I went to pen an paper.,worst program ever used wanted get away quickbooks pretty much scam program difficult ever used go back edit mistake next impossible difficult view check register tried use small water useres association furustrating went pen paper,NEGATIVE,0.999695539,-0.274074074,0.622222222,Negative
Bookkeeper: Easily Manage Your Business Finances,Accounting Software,3,IS Quickbook compatible with Peachtree software? I cannot afford the price on peachtree. I just bought a new computer & try to transfer my peachtree program over & it won't allow me. It was a old version of peachtree which Microsoft 10 can't accept it.,accounting software quickbook compatible peachtree software afford price peachtree bought new computer try transfer peachtree program wont allow old version peachtree microsoft cant accept,NEGATIVE,0.962821603,0.118181818,0.327272727,Positive
Bookkeeper: Easily Manage Your Business Finances,"A poorly written, low quality accounting program",1,"Wow. Just wow. I will say this is probably one of the most poorly written, low quality accounting programs in existence. It has more bugs than a roach motel. There's a reason it's $40. Don't do it. Nope. Don't ignore the bad reviews. I thought I'd be ""the one"" that looked away from the bad reviews, and I tried it anyway, and dang it, now I'm posting a bad review. Haha! Check into something like Xero if you want a good accounting program. Don't buy this.",poorly written low quality accounting program wow wow say probably one poorly written low quality accounting program existence bug roach motel there reason dont nope dont ignore bad review thought id one looked away bad review tried anyway dang im posting bad review haha check something like xero want good accounting program dont buy,NEGATIVE,0.999653101,-0.163636364,0.609090909,Negative
Bookkeeper: Easily Manage Your Business Finances,Only good for one download,1,I purchased the program at the beginning of 2021 and paid additional so that I could download the program again within 2 years.  I got a new computer and tried to download the program and I kept getting an error code.  I contacted support and they gave me a few work arounds that did not work all of that for them to tell me that since they have upgraded the program I would have to purchase it again.  Apparently there is nothing that will allow an older version to upgrade to the newest version.  With being told that I will look for another program because upgrades our out of the control of the customer and it is not our fault when a company choses to upgrade their software.  Its sad to know that you can purchase the program one month and two months later if they  upgrade the program you as the customer are responsible for purchasing the entire program again.,good one download purchased program beginning paid additional could download program within year got new computer tried download program kept getting error code contacted support gave work arounds work tell since upgraded program would purchase apparently nothing allow older version upgrade newest version told look another program upgrade control customer fault company choses upgrade software sad know purchase program one month two month later upgrade program customer responsible purchasing entire program,NEGATIVE,0.996517777,0.094128788,0.489109848,Positive
Bookkeeper: Easily Manage Your Business Finances,"Its a punishment, not a product",1,"Hoping for a 1-time-pay app/software I tried Bookkeeper.  While Quicken is robbery on small businesses, it functions sensibly and allows for fairly easy corrections.  Bookkeeper requires you to to go through several more steps to do everything, and lord help you if you make a typo.  You have to blow up and redo anything you later find an error in.  If you require your bookkeeper to use this you might want to bookmark Indeed.com.",punishment product hoping timepay appsoftware tried bookkeeper quicken robbery small business function sensibly allows fairly easy correction bookkeeper requires go several step everything lord help make typo blow redo anything later find error require bookkeeper use might want bookmark indeedcom,NEGATIVE,0.996529877,0.045833333,0.308333333,Positive
Bookkeeper: Easily Manage Your Business Finances,Garbage software with garbage support.,1,"Purchased the software and tax update on Friday, June 7, 2019. I immediately started getting an error message when opening the program as shown in the photo above.  I proceeded to create my company and entering a test employee. When I ran the payroll, taxes were not being deducted. I filed 3 separate technical support tickets, one of which they responded to. They included a link to the tax update which I already had. I informed them I already had this update and the response I received was a link to create a new ticket with no explanation as to why I needed to create a new ticket and to send them a back-up of the program with no instructions on how to create the back-up. I called the phone support and they refuse to help you without paying first, even if their product isn't working.",garbage software garbage support purchased software tax update friday june immediately started getting error message opening program shown photo proceeded create company entering test employee ran payroll tax deducted filed separate technical support ticket one responded included link tax update already informed already update response received link create new ticket explanation needed create new ticket send backup program instruction create backup called phone support refuse help without paying first even product isnt working,NEGATIVE,0.999032736,0.130681818,0.335606061,Positive
Bookkeeper: Easily Manage Your Business Finances,... the cheap) to test out and see if I liked the software so I could decide whether I would ...,1,"I bought the 2009 version (on the cheap) to test out and see if I liked the software so I could decide whether I would like to pay full price for the current version plus another 30 bucks or so for the tax tables to handle payroll.  So far I am not terribly impressed.  I'm giving it one star, and I will update this listing with specific complaints until I break down, buy a better bookkeeping software, and throw this in the trash.1) The payroll portion won't work smoothly unless you shell out an extra 30 bucks for the yearly tax tables.2) There is no way to delete things.  I thought I would make a fake bank account, and a fake employee so that I could figure out how to print paychecks.  Now the software is convinced that I paid out $191.60 to my esteemed colleague ""Fakey McFakerson"" and won't let me delete the fake bank account.  I am going to have to uninstall the software entirely to get rid of this transaction.  So, if you plan to fool around with the software to figure out how it works, set up a company called ""Fake Company"" on which to experiment.  You can never delete that either, but at least you won't have permanent mistakes in your real accounts.",cheap test see liked software could decide whether would bought version cheap test see liked software could decide whether would like pay full price current version plus another buck tax table handle payroll far terribly impressed im giving one star update listing specific complaint break buy better bookkeeping software throw trash payroll portion wont work smoothly unless shell extra buck yearly tax table way delete thing thought would make fake bank account fake employee could figure print paycheck software convinced paid esteemed colleague fakey mcfakerson wont let delete fake bank account going uninstall software entirely get rid transaction plan fool around software figure work set company called fake company experiment never NOT delete either least wont permanent mistake real account,NEGATIVE,0.998330891,0.0975,0.635,Positive
"MySoftware Company, Mysoftware My Database",MyDataBase --RECOMMENDED!,5,"Actually, I've been using MyDataBase for about 10 years (or longer). It does exactly what it says on the package. You can use it much more easily than Microsoft ACCESS or EXCELL. Those are not bad after you take courses on how to use them --and they do more things, but those extra things are things I never use anyway. MyDataBase is deceptively low in price, so you could easily be put off by that, thinking it therefore must not be much good. The fact is it is GREAT! It has many, many useful features, the ones you'll need most. I have found only 2 minor bugs in it, hardly worth describing, as there are workarounds. (But, just for example, don't EXIT by clicking the top righthand X on the window -- use the EXIT under the file menu. And even there, after a reinstall that problem went away.)The other ""bug"" was it used to crash (very rarely, however) when doing a sort. The ""workaround"" for that is just: keep a backup first, which you should do anyway with ALL your apps and data at all times.I would recommend this app to anyone who wants to learn DTB use, faster than otherwise req'd, and does not need sophisticated extras. This is not a relational DTB but I don't need that. If you do, then it's another matter.",mydatabase recommended actually ive using mydatabase year longer exactly say package use much easily microsoft access excell bad take course use thing extra thing thing never NOT use anyway mydatabase deceptively low price could easily put thinking therefore must much good fact great many many useful feature one youll need found minor bug hardly worth describing workarounds example dont exit clicking top righthand x window use exit file menu even reinstall problem went awaythe bug used crash rarely however sort workaround keep backup first anyway apps data timesi would recommend app anyone want learn dtb use faster otherwise reqd need sophisticated extra relational dtb dont need another matter,NEGATIVE,0.996729374,0.264035088,0.450877193,Positive
"MySoftware Company, Mysoftware My Database",It is low-priced and easy to install and use,1,"This has got to be a ripoff product. It is low-priced and easy to install and use. Setting up a custom database is very  easy and inputting data into it is also easy.  However, I was never able to successfully save my database to the  ""Documents"" library on my computer. That is, I was able to save it, but not in a readable format when I retrieved it. It would be saved in about four formats, none readable on my computer. The only database I could retrieve when opening the program,  was the one last used. Essentially, it was a single-file program because once it was saved, it was gone.",lowpriced easy install use got ripoff product lowpriced easy install use setting custom database easy inputting data also easy however never NOT able successfully save database document library computer able save readable format retrieved would saved four format none readable computer database could retrieve opening program one last used essentially singlefile program saved gone,NEGATIVE,0.999272764,0.303703704,0.655555556,Positive
"MySoftware Company, Mysoftware My Database","A good, basic database",4,"There are some elements of the database that require figuring out, in order to make it work. Not too difficult, just a bit confusing at first. However, once those are dealt with, the database becomes second-nature and works really well. One may create searchable databases with ease. A lovely little database, especially at the great, low price.",good basic database element database require figuring order make work difficult bit confusing first however dealt database becomes secondnature work really well one may create searchable database ease lovely little database especially great low price,POSITIVE,0.99518162,0.16625,0.520833333,Positive
"MySoftware Company, Mysoftware My Database",Good Value,5,"For a bargain basement database, this one does the job. I needed a flat file database to inventory my music collection and it works just fine. Some people complain there are no directions, which is true, but it's only 15$. Having used databases for many years, it didn't take long to figure it out. It is weak in the report category, meaning that you cannot place the fields where you want them on the page, at least I haven't figured it out. But I just needed a simple listing and the stock columns reports work just fine.The stock databases are limited but you can make your own. You can even customize the stock ones. For instance, I added a couple of data fields to the Music Inventory database that had info I wanted to track. If you need a complicated database with powerful reports, this is not for you. But if you just need simple reports for inventory, this will work fine. It does help to have database experience but even so, you should be able to use the stock databases and reports.",good value bargain basement database one job needed flat file database inventory music collection work fine people complain direction true used database many year didnt take long figure weak report category meaning place field want page least havent figured needed simple listing stock column report work finethe stock database limited make even customize stock one instance added couple data field music inventory database info wanted track need complicated database powerful report need simple report inventory work fine help database experience even able use stock database report,NEGATIVE,0.992348194,0.124126984,0.518809524,Positive
"MySoftware Company, Mysoftware My Database",Unless you like to play around for hours....,1,"CD and Jewel case for CD does not say anything about compatibility with Win 7 or 8 but it was advertised as such. Was unable to use any help files as help system used in program was abandoned years ago. Had to locate and install outdated files to current Win 7 and 8 O/S setups. Other outdated features required additional files. In short if you like challenges or crossword puzzles, this one's for you.",unless like play around hour cd jewel case cd say anything compatibility win advertised unable use help file help system used program abandoned year ago locate install outdated file current win o setup outdated feature required additional file short like challenge crossword puzzle one,NEGATIVE,0.99934417,0.042857143,0.466666667,Positive
"MySoftware Company, Mysoftware My Database",MyDataBase - great substitution for ACT!,5,MyDataBase - great substitution for ACT! It imports all the essential fields from the ACT database except  Notes which you could add on as you go forward.,mydatabase great substitution act mydatabase great substitution act import essential field act database except note could add go forward,NEGATIVE,0.985070229,0.533333333,0.6,Very Positive
"MySoftware Company, Mysoftware My Database",Good product for basic databases,3,It's good for basic / non complicated databases that don't require a lot of complicated queries or macros.  For more complicated or intuitive databases you need more.,good product basic database good basic non complicated database dont require lot complicated query macro complicated intuitive database need,POSITIVE,0.991912127,-0.014285714,0.635714286,Negative
"MySoftware Company, Mysoftware My Database",Worst.,1,"If you are into fighting with a software program, then this data base program is for you!If, you'd like an easy to work with, dependable program that does not keep erasing all of your records-then this program is NOT for you.This COULD be such a great software- If the people who sold it, worked with the inventers. That's just my guess. I don't know WHAT happened, but the bottom line product, in my opinion should not be for sale.  It's nearly worthless.",worst fighting software program data base program youif youd like easy work dependable program keep erasing recordsthen program youthis could great software people sold worked inventers thats guess dont know happened bottom line product opinion sale nearly worthless,NEGATIVE,0.999517083,-0.273333333,0.896666667,Negative
"MySoftware Company, Mysoftware My Database",Perfect,5,"I have found this product to be very similar to Q&A Database (a product I started using about 1983 or 1984. Q&A was discontinued about 1996 I think). It was one of the best selling computer products of all time. (I still have the original disks for Q&A as I respect the product so much). I have been in computers for 30 years and have been looking for a replacement for Q&A for at least 10 years. I have tried FileMaker Pro and Sesame but if all one needs is a flat file database this is AN OUTSTANDING PRODUCT.It is very !! easy to create your own input forms, sort the way you want to, print (a BIG time task in other databases), the way you want to, find the one record you want in hundreds of other records.My DataBase will give you a sense of power over the project, vision, task, objects that you have always wanted (or use to have) to organize but just could not find an easy computer tool to use. And for the price !!!! such power for such a small price !!I want to thank the maker of this product, Elibrium, for the outstanding product.",perfect found product similar qa database product started using qa discontinued think one best selling computer product time still original disk qa respect product much computer year looking replacement qa least year tried filemaker pro sesame one need flat file database outstanding productit easy create input form sort way want print big time task database way want find one record want hundred recordsmy database give sense power project vision task object always wanted use organize could find easy computer tool use price power small price want thank maker product elibrium outstanding product,POSITIVE,0.791116297,0.297435897,0.545512821,Positive
"MySoftware Company, Mysoftware My Database",Old program but still works with Windows 11 on my machine.,5,I was looking for an easy to use flat database program for stamp collecting want list. This meets my needs just fine.,old program still work window machine looking easy use flat database program stamp collecting want list meet need fine,NEGATIVE,0.998536706,0.23125,0.414583333,Positive
"MySoftware Company, Mysoftware My Database",Really to soon to know,3,Now instructions.  Help menu would not work on Windows 10 but I knew for the very low cost it couldn't be too complex.,really soon know instruction help menu would work window knew low cost couldnt complex,NEGATIVE,0.996774137,-0.033333333,0.3,Negative
"MySoftware Company, Mysoftware My Database",Not as good as the pro version,3,"I don't hate it -but I got the pro version and that one feels a little better than this one.Though both can be made to fit my needs, neither just fit the need right out of the box.",good pro version dont hate got pro version one feel little better onethough made fit need neither fit need right box,NEGATIVE,0.91306752,0.185459184,0.547959184,Positive
"MySoftware Company, Mysoftware My Database",Product was as described,4,The product was as described . Easy to load and use.,product described product described easy load use,NEGATIVE,0.993776679,0.433333333,0.833333333,Positive
"MySoftware Company, Mysoftware My Database",Not user friendly,1,"I entered about 100 names, addresses, phone numbers and emails for our customers. The next day I entered more. When I tried to save the info during the second session it said info would be replaced. I thought it meant that the info would be added to the original entries, replacing them and adding the new entries, but it erased all 100 and added the 20 or so that I input that day. So now I only have 20 entries instead of 120!!Why would I only want to save the new entries and not ALL the entries.",user friendly entered name address phone number email customer next day entered tried save info second session said info would replaced thought meant info would added original entry replacing adding new entry erased added input day entry instead would want save new entry entry,NEGATIVE,0.998560846,0.170454545,0.359848485,Positive
"MySoftware Company, Mysoftware My Database",developed with user in mind,5,easy of use,developed user mind easy use,POSITIVE,0.993050575,0.266666667,0.566666667,Positive
"MySoftware Company, Mysoftware My Database",updated version I couldn't find anywhere else,5,I bought my first version of My Data back in 98. Finally it was too old to use with Windows upgrades. I have an extensive membership mailing list I had to keep up and really didn't want to reset for the fourth time. Finding this updated version saved a lot of work as the file was easily transferred and it is the only program I have found suitable and easy to work with. I hope they do updated versions for the future as I will probably have to update again.,updated version couldnt find anywhere else bought first version data back finally old use window upgrade extensive membership mailing list keep really didnt want reset fourth time finding updated version saved lot work file easily transferred program found suitable easy work hope updated version future probably update,NEGATIVE,0.997510791,0.196666667,0.360833333,Positive
"MySoftware Company, Mysoftware My Database",Decent software,4,"Although the software wasn't what I was looking for, it was definitely valuable for other uses",decent software although software wasnt looking definitely valuable us,POSITIVE,0.940188706,0.083333333,0.583333333,Positive
"MySoftware Company, Mysoftware My Database",My DataBase,2,"This program installs a ""postage"" sub-program in the computer which I fear may obligate the user to a monthly fee, whether used or not.  At least, I fear it will (from a past experience unrelated to this product).  For this reason, I deleted both programs from my computer (deleting the ""postage"" program was a hassle).",database program installs postage subprogram computer fear may obligate user monthly fee whether used least fear past experience unrelated product reason deleted program computer deleting postage program hassle,NEGATIVE,0.998499632,-0.275,0.325,Negative
"MySoftware Company, Mysoftware My Database",Okay for my needs.,3,"Using it to keep up with my movie collection. Very simple to use, but not enough information on how to quickly list by category from the database",okay need using keep movie collection simple use enough information quickly list category database,NEGATIVE,0.990866363,0.208333333,0.464285714,Positive
"MySoftware Company, Mysoftware My Database",Night Player would expect,5,Very easy to use database program. Slightly dated but if you need to keep records of things this product can help. I started back in the days of dbase and moved to Access. I didn't need that power and was slightly afraid of this program because of the price. Took a chance and am glad I did. Works as I expected and is compatible with Windows 8. Also included is a program for internet postage from the US Post Office.,night player would expect easy use database program slightly dated need keep record thing product help started back day dbase moved access didnt need power slightly afraid program price took chance glad work expected compatible window also included program internet postage u post office,NEGATIVE,0.997344434,0.011111111,0.55,Positive
"MySoftware Company, Mysoftware My Database",Good Value!,4,Suprisingly good product considering the price. I am not totally up to speed on all of its features but so far I am pleased with this product!,good value suprisingly good product considering price totally speed feature far pleased product,POSITIVE,0.999697089,0.4,0.79,Positive
"MySoftware Company, Mysoftware My Database",VERY simplistic database,4,"When they say simple, it definitely describes this software. And it works as expected too. If you're looking for a good database software, this might suit your needs.",simplistic database say simple definitely describes software work expected youre looking good database software might suit need,POSITIVE,0.730514348,0.02,0.471428571,Positive
"MySoftware Company, Mysoftware My Database","Old program, office works & your own email programs are better",1,"I'll admit that I have little patience for programs that don't do what you're looking for.  Live and learn.  I wanted to create databases for lists of possessions (for RL items and for RPG items).  I could try to create these from scratch, but I can do better with my computer's build in data bases.  D minus.",old program office work email program better ill admit little patience program dont youre looking live learn wanted create database list possession rl item rpg item could try create scratch better computer build data base minus,NEGATIVE,0.999261916,-0.043892045,0.5375,Negative
"MySoftware Company, Mysoftware My Database",Nice product,4,"I can sort, list, get simple reports as I hoped. Auto save would be nice, but it is well worth the cost.",nice product sort list get simple report hoped auto save would nice well worth cost,NEGATIVE,0.986360788,0.375,0.614285714,Positive
"MySoftware Company, Mysoftware My Database",Have not used,4,Appears good but have not used it as yet. Get back to me in about four weeks or so. Phil,used appears good used yet get back four week phil,NEGATIVE,0.892420113,0.35,0.3,Positive
"MySoftware Company, Mysoftware My Database",Does not work with microsoft windows 10,1,Does not work with windows 10,work microsoft window work window,NEGATIVE,0.838462949,0,0,Neutral
"MySoftware Company, Mysoftware My Database",My DataBase - check version and compatibility,1,"I should have researched better.  With Win 10, the layout didn't work right on the screen  I think the latest was Win 2000 for this software to be compatible.  I didn't try to enter any information.  Win 10 users - better to use something more up to date.",database check version compatibility researched better win layout didnt work right screen think latest win software compatible didnt try enter information win user better use something date,NEGATIVE,0.99933964,0.597959184,0.519387755,Very Positive
"MySoftware Company, Mysoftware My Database",Haven't Had Time To Open It. Maybe Tonight.,5,"It looks like it is professionally done. I was going to use it to store the hundreds of passwords I have to keep track of, and may still do that, but my MS Access database is doing fine so far.",havent time open maybe tonight look like professionally done going use store hundred password keep track may still m access database fine far,NEGATIVE,0.982778966,0.154166667,0.525,Positive
"MySoftware Company, Mysoftware My Database",My Database Software,5,It came quickly and it's easy to use. I've mostly been using the Custom database for my DVD's and it was a bit tricky to add more fields but once I figured it out it was so simple to use.,database software came quickly easy use ive mostly using custom database dvd bit tricky add field figured simple use,NEGATIVE,0.986512899,0.311111111,0.563492063,Positive
"MySoftware Company, Mysoftware My Database",Two Stars,2,It doesn't work well with my PC software as noted it would.,two star doesnt work well pc software noted would,NEGATIVE,0.999534488,0,0,Neutral
"MySoftware Company, Mysoftware My Database",Four Stars,4,Using on 32 bit system windows 7,four star using bit system window,POSITIVE,0.924275219,0,0,Neutral
"MySoftware Company, Mysoftware My Database",Two Stars,2,Needs to be updated. Otherwise it would be a handy little program.,two star need updated otherwise would handy little program,NEGATIVE,0.994330049,0.20625,0.7,Positive
"MySoftware Company, Mysoftware My Database",however it does what it says it does and it does it very easily. Overall a very handy software piece,5,"It doesn't have all the bells and whistles of the more expensive DB's, however it does what it says it does and it does it very easily.  Overall a very handy software piece.",however say easily overall handy software piece doesnt bell whistle expensive db however say easily overall handy software piece,POSITIVE,0.987049401,0.14,0.5,Positive
"MySoftware Company, Mysoftware My Database",Two Stars,2,never used it.  NOT SO GOOD,two star never NOT used good,NEGATIVE,0.999729097,0.7,0.6,Very Positive
"MySoftware Company, Mysoftware My Database",Works Great and is simple to use.,5,I was looking for a simple database program to inventory some items I have and found this program.  It is easy to use and works very well for my needs.,work great simple use looking simple database program inventory item found program easy use work well need,NEGATIVE,0.852666497,0.308333333,0.574404762,Positive
"MySoftware Company, Mysoftware My Database",Beware of what isn't written,1,"pre- purchase information fails to notify the customer that this software supports 32 bit but not 64 bit pcs.  Also, while it advertises that it supports importing data from other databases, I cannot find this feature.",beware isnt written pre purchase information fails notify customer software support bit bit pc also advertises support importing data database find feature,NEGATIVE,0.989542842,-0.5,0.3,Very Negative
"MySoftware Company, Mysoftware My Database",Five Stars,5,"Great little DB! Using it for managing contacts, mailing list and other information access needs.",five star great little db using managing contact mailing list information access need,NEGATIVE,0.933877945,0.30625,0.625,Positive
"MySoftware Company, Mysoftware My Database",Mysoftware My Database,1,Will not work with Windows 10 or 11.,mysoftware database work window,NEGATIVE,0.979530156,0,0,Neutral
"MySoftware Company, Mysoftware My Database",It's junk!,1,"Bought this because of the Hype, , ,I should have known better, , ,",junk bought hype known better,NEGATIVE,0.999604166,0.5,0.5,Very Positive
"MySoftware Company, Mysoftware My Database",Don't buy this,1,"Where is the ""get started quickly"" section they speak of.  Impossible to use.  I threw it in the garbage.",dont buy get started quickly section speak impossible use threw garbage,NEGATIVE,0.999294281,-0.166666667,0.75,Negative
"MySoftware Company, Mysoftware My Database",Four Stars,4,Using on 32 bit system windows 7,four star using bit system window,POSITIVE,0.924275219,0,0,Neutral
"MySoftware Company, Mysoftware My Database",Two Stars,2,Needs to be updated. Otherwise it would be a handy little program.,two star need updated otherwise would handy little program,NEGATIVE,0.994330049,0.20625,0.7,Positive
"MySoftware Company, Mysoftware My Database",however it does what it says it does and it does it very easily. Overall a very handy software piece,5,"It doesn't have all the bells and whistles of the more expensive DB's, however it does what it says it does and it does it very easily.  Overall a very handy software piece.",however say easily overall handy software piece doesnt bell whistle expensive db however say easily overall handy software piece,POSITIVE,0.987049401,0.14,0.5,Positive
"MySoftware Company, Mysoftware My Database",Two Stars,2,never used it.  NOT SO GOOD,two star never NOT used good,NEGATIVE,0.999729097,0.7,0.6,Very Positive
"MySoftware Company, Mysoftware My Database",Works Great and is simple to use.,5,I was looking for a simple database program to inventory some items I have and found this program.  It is easy to use and works very well for my needs.,work great simple use looking simple database program inventory item found program easy use work well need,NEGATIVE,0.852666497,0.308333333,0.574404762,Positive
"MySoftware Company, Mysoftware My Database",Beware of what isn't written,1,"pre- purchase information fails to notify the customer that this software supports 32 bit but not 64 bit pcs.  Also, while it advertises that it supports importing data from other databases, I cannot find this feature.",beware isnt written pre purchase information fails notify customer software support bit bit pc also advertises support importing data database find feature,NEGATIVE,0.989542842,-0.5,0.3,Very Negative
"MySoftware Company, Mysoftware My Database",Five Stars,5,"Great little DB! Using it for managing contacts, mailing list and other information access needs.",five star great little db using managing contact mailing list information access need,NEGATIVE,0.933877945,0.30625,0.625,Positive
"MySoftware Company, Mysoftware My Database",Mysoftware My Database,1,Will not work with Windows 10 or 11.,mysoftware database work window,NEGATIVE,0.979530156,0,0,Neutral
"MySoftware Company, Mysoftware My Database",It's junk!,1,"Bought this because of the Hype, , ,I should have known better, , ,",junk bought hype known better,NEGATIVE,0.999604166,0.5,0.5,Very Positive
